user_id,sex,city,constellation
1301,0,6281949,金牛座
1302,0,6411949,双鱼座
1305,0,6281949,金牛座
1315,0,6281949,双子座
1316,1,6412149,双子座
1317,0,6412149,处女座
1321,0,6081949,天秤座
1322,0,6081949,双子座
1325,0,6281949,白羊座
1326,0,6301949,天蝎座
1327,0,6411949,双鱼座
1328,1,6411949,水瓶座
1330,0,6481949,摩羯座
1333,1,6281949,水瓶座
1334,0,6411949,双子座
1336,1,6081949,双子座
1340,0,6281949,双子座
1344,1,6412149,白羊座
1345,0,6081949,双子座
1346,1,6281949,双鱼座
1366,0,6281949,双鱼座
1372,0,6281949,处女座
1374,0,6412149,天秤座
1382,0,6281949,水瓶座
1384,0,6281949,金牛座
1396,0,6412149,天蝎座
1399,1,6411949,射手座
1427,0,6081949,巨蟹座
1431,1,6411949,摩羯座
1435,1,6411949,狮子座
1438,0,6081949,双子座
1442,0,6412149,天蝎座
1445,0,6412149,狮子座
1448,0,6081949,天蝎座
1465,1,6411949,处女座
1468,1,6581949,狮子座
1470,1,6412149,双鱼座
1472,1,6281949,射手座
1473,1,6281949,天蝎座
1481,0,6581949,处女座
1492,1,6411949,处女座
1497,1,6281949,巨蟹座
1507,0,6081949,射手座
1510,0,6081949,双鱼座
1511,0,6481949,巨蟹座
1512,0,6411949,射手座
1514,1,6281949,双鱼座
1518,0,6281949,处女座
1519,0,6411949,双鱼座
1521,1,6081949,射手座
1523,1,6411949,处女座
1527,1,6081949,金牛座
1537,0,6411949,处女座
1538,0,6301949,处女座
1540,0,6411949,狮子座
1541,0,6081949,巨蟹座
1547,0,6412149,狮子座
1573,1,6581949,巨蟹座
1574,1,6281949,天蝎座
1575,1,6281949,双子座
1581,0,6412149,巨蟹座
1588,1,6281949,双子座
1590,1,6411949,天秤座
1595,1,6411949,双鱼座
1604,1,6412149,天秤座
1605,0,6481949,处女座
1607,1,6081949,白羊座
1611,0,6411949,巨蟹座
1613,1,6412149,天蝎座
1617,1,6081949,白羊座
1624,0,6581949,白羊座
1630,0,6412149,金牛座
1634,0,6281949,摩羯座
1653,1,6411949,双鱼座
1654,0,6581949,处女座
1655,1,6081949,巨蟹座
1667,1,6081949,金牛座
1668,0,6412149,巨蟹座
1673,1,6581949,双子座
1679,0,6281949,摩羯座
1683,0,6301949,白羊座
1686,0,6281949,巨蟹座
1694,0,6301949,水瓶座
1695,0,6301949,双子座
1699,0,6412149,处女座
1702,1,6481949,水瓶座
1704,1,6281949,水瓶座
1707,1,6281949,狮子座
1708,1,6281949,狮子座
1711,0,6412149,狮子座
1717,1,6412149,巨蟹座
1730,1,6411949,狮子座
1732,0,6081949,射手座
1749,0,6581949,处女座
1763,1,6581949,狮子座
1770,0,6412149,处女座
1772,1,6411949,处女座
1780,0,6281949,白羊座
1782,1,6411949,双子座
1788,0,6281949,射手座
1794,0,6081949,摩羯座
1808,1,6412149,白羊座
1809,1,6411949,天秤座
1813,1,6411949,狮子座
1815,0,6412149,双鱼座
1817,1,6081949,摩羯座
1820,0,6281949,射手座
1823,0,6301949,金牛座
1826,0,6281949,狮子座
1852,1,6081949,巨蟹座
1857,0,6281949,处女座
1858,0,6412149,射手座
1859,1,6301949,双鱼座
1865,0,6081949,白羊座
1866,0,6411949,双子座
1867,1,6581949,狮子座
1868,0,6081949,金牛座
1870,0,6481949,双子座
1879,1,6281949,巨蟹座
1897,1,6412149,金牛座
1899,1,6081949,处女座
1900,0,6281949,天蝎座
1915,1,6412149,狮子座
1917,1,6281949,射手座
1923,1,6581949,金牛座
1935,0,6281949,水瓶座
1936,1,6412149,金牛座
1946,0,6412149,水瓶座
1949,0,6081949,水瓶座
1951,0,6412149,白羊座
1956,0,6281949,天蝎座
1958,1,6411949,金牛座
1974,0,6301949,巨蟹座
1979,0,6301949,白羊座
1981,1,6281949,天秤座
1984,1,6412149,金牛座
1986,1,6412149,射手座
1990,1,6281949,巨蟹座
1997,1,6301949,巨蟹座
2007,0,6412149,双鱼座
2014,0,6081949,狮子座
2016,1,6281949,水瓶座
2032,0,6281949,天蝎座
2036,1,6412149,射手座
2042,1,6081949,水瓶座
2049,0,6301949,摩羯座
2052,0,6411949,水瓶座
2054,1,6411949,白羊座
2055,1,6411949,双鱼座
2058,0,6411949,狮子座
2066,0,6411949,金牛座
2071,0,6481949,双子座
2079,0,6411949,处女座
2080,1,6281949,摩羯座
2085,0,6412149,天秤座
2086,1,6412149,射手座
2091,0,6411949,天蝎座
2094,0,6411949,天蝎座
2097,0,6281949,金牛座
2098,1,6412149,射手座
2099,0,6281949,水瓶座
2102,0,6411949,狮子座
2103,1,6281949,摩羯座
2116,1,6412149,狮子座
2118,1,6581949,天蝎座
2121,0,6281949,巨蟹座
2128,0,6281949,天蝎座
2135,0,6412149,处女座
2138,0,6281949,处女座
2141,1,6301949,狮子座
2148,1,6412149,狮子座
2149,0,6581949,金牛座
2150,1,6281949,天秤座
2152,1,6481949,双鱼座
2157,0,6412149,水瓶座
2166,0,6081949,射手座
2169,0,6412149,白羊座
2184,1,6481949,水瓶座
2195,1,6411949,天秤座
2198,0,6081949,射手座
2199,0,6301949,天蝎座
2205,0,6412149,白羊座
2208,0,6581949,双子座
2215,0,6481949,处女座
2217,1,6281949,射手座
2219,0,6412149,狮子座
2220,0,6412149,水瓶座
2229,0,6301949,射手座
2252,0,6081949,射手座
2259,1,6581949,双鱼座
2261,1,6081949,巨蟹座
2263,1,6481949,射手座
2268,0,6411949,巨蟹座
2271,1,6281949,狮子座
2273,1,6301949,双鱼座
2280,1,6081949,狮子座
2295,1,6412149,狮子座
2300,0,6481949,巨蟹座
2304,0,6411949,金牛座
2305,0,6411949,金牛座
2310,0,6281949,射手座
2313,1,6281949,水瓶座
2317,1,6281949,水瓶座
2320,0,6481949,金牛座
2324,0,6281949,天蝎座
2325,1,6581949,巨蟹座
2328,0,6081949,天蝎座
2329,0,6281949,天蝎座
2331,1,6411949,水瓶座
2356,0,6412149,狮子座
2357,1,6081949,狮子座
2359,0,6412149,摩羯座
2360,0,6081949,白羊座
2361,1,6411949,天蝎座
2369,0,6301949,天秤座
2372,1,6412149,白羊座
2382,1,6581949,处女座
2390,1,6081949,天秤座
2399,1,6281949,白羊座
2400,0,6411949,天秤座
2403,1,6481949,天秤座
2405,0,6081949,处女座
2406,1,6081949,双鱼座
2409,1,6412149,白羊座
2410,0,6412149,天蝎座
2411,0,6301949,金牛座
2415,0,6301949,白羊座
2420,1,6412149,狮子座
2421,0,6081949,天蝎座
2422,0,6081949,双鱼座
2425,1,6581949,狮子座
2428,1,6411949,双子座
2429,0,6301949,摩羯座
2432,0,6412149,白羊座
2439,0,6301949,双鱼座
2443,1,6281949,摩羯座
2456,0,6281949,处女座
2462,0,6411949,巨蟹座
2465,0,6281949,巨蟹座
2466,1,6411949,处女座
2481,1,6411949,狮子座
2482,1,6412149,处女座
2484,0,6301949,天蝎座
2485,1,6281949,天蝎座
2491,1,6281949,处女座
2492,0,6581949,天秤座
2498,0,6581949,水瓶座
2501,0,6412149,射手座
2504,0,6412149,巨蟹座
2505,0,6581949,天蝎座
2506,0,6301949,天秤座
2510,1,6301949,摩羯座
2513,1,6281949,狮子座
2527,0,6412149,摩羯座
2531,0,6281949,处女座
2533,0,6301949,白羊座
2538,1,6301949,天蝎座
2551,0,6281949,天蝎座
2558,1,6581949,金牛座
2559,1,6412149,白羊座
2560,1,6411949,水瓶座
2563,0,6281949,天秤座
2570,1,6301949,摩羯座
2571,1,6581949,摩羯座
2572,0,6301949,处女座
2573,1,6281949,金牛座
2580,1,6581949,白羊座
2586,1,6412149,水瓶座
2594,0,6281949,双鱼座
2601,1,6281949,天秤座
2602,0,6411949,射手座
2607,1,6081949,双鱼座
2608,1,6581949,天蝎座
2612,0,6281949,巨蟹座
2616,0,6412149,巨蟹座
2621,0,6301949,水瓶座
2622,1,6281949,天蝎座
2624,1,6081949,双子座
2629,0,6412149,射手座
2633,0,6581949,双子座
2634,1,6412149,白羊座
2641,0,6301949,射手座
2647,1,6412149,摩羯座
2653,1,6411949,射手座
2654,1,6281949,天秤座
2659,0,6412149,摩羯座
2660,0,6281949,处女座
2669,1,6481949,双鱼座
2672,1,6301949,金牛座
2675,1,6281949,狮子座
2676,0,6481949,白羊座
2681,0,6412149,巨蟹座
2683,0,6281949,天蝎座
2685,1,6281949,水瓶座
2697,0,6281949,巨蟹座
2706,0,6481949,狮子座
2717,0,6281949,摩羯座
2718,0,6411949,天秤座
2719,1,6301949,水瓶座
2728,1,6481949,处女座
2740,0,6081949,狮子座
2741,0,6411949,射手座
2743,0,6081949,巨蟹座
2750,1,6412149,狮子座
2751,1,6081949,天秤座
2752,1,6581949,射手座
2753,1,6412149,处女座
2765,1,6412149,天蝎座
2769,1,6411949,摩羯座
2776,1,6411949,金牛座
2777,1,6301949,摩羯座
2779,0,6481949,巨蟹座
2781,1,6481949,狮子座
2790,0,6301949,水瓶座
2797,1,6412149,金牛座
2799,0,6301949,天蝎座
2805,0,6281949,处女座
2820,0,6281949,白羊座
2824,0,6581949,狮子座
2825,1,6481949,双子座
2834,1,6281949,摩羯座
2835,0,6412149,处女座
2840,0,6281949,天秤座
2844,0,6481949,射手座
2849,1,6412149,白羊座
2853,1,6081949,双鱼座
2855,0,6081949,白羊座
2857,0,6301949,金牛座
2859,0,6412149,天秤座
2871,1,6412149,摩羯座
2877,1,6481949,摩羯座
2885,0,6281949,双子座
2886,0,6301949,水瓶座
2888,0,6411949,双鱼座
2892,1,6481949,狮子座
2895,1,6412149,射手座
2904,1,6411949,狮子座
2920,0,6481949,处女座
2938,1,6581949,巨蟹座
2950,0,6281949,双子座
2961,0,6412149,巨蟹座
2964,0,6411949,白羊座
2972,1,6581949,双鱼座
2976,1,6481949,双子座
2977,1,6281949,双鱼座
2979,0,6281949,双子座
2986,0,6281949,天秤座
2989,0,6281949,白羊座
2992,0,6281949,双鱼座
2995,1,6411949,天秤座
3009,1,6412149,天秤座
3016,1,6411949,狮子座
3033,0,6081949,射手座
3039,1,6301949,水瓶座
3044,0,6081949,处女座
3045,0,6281949,天秤座
3047,1,6081949,金牛座
3048,0,6581949,处女座
3051,0,6081949,双子座
3056,0,6301949,天蝎座
3059,1,6281949,双子座
3073,1,6281949,狮子座
3077,1,6412149,天秤座
3085,1,6301949,白羊座
3088,1,6081949,处女座
3091,0,6081949,白羊座
3098,1,6081949,水瓶座
3103,0,6281949,白羊座
3104,1,6411949,双鱼座
3108,1,6411949,天秤座
3110,0,6281949,水瓶座
3115,0,6412149,白羊座
3117,1,6412149,双鱼座
3118,1,6581949,双子座
3120,1,6411949,水瓶座
3121,0,6581949,天秤座
3125,1,6411949,金牛座
3127,1,6281949,狮子座
3136,0,6411949,白羊座
3137,1,6411949,狮子座
3148,1,6412149,天秤座
3155,1,6481949,天蝎座
3158,0,6581949,水瓶座
3163,1,6281949,处女座
3164,0,6412149,狮子座
3173,1,6411949,天蝎座
3179,1,6081949,天蝎座
3180,1,6281949,摩羯座
3181,1,6411949,巨蟹座
3183,0,6481949,巨蟹座
3191,1,6411949,天蝎座
3196,0,6412149,双鱼座
3200,1,6412149,天秤座
3202,0,6412149,摩羯座
3204,1,6581949,巨蟹座
3205,1,6081949,狮子座
3214,0,6301949,金牛座
3221,0,6411949,水瓶座
3222,0,6301949,狮子座
3224,1,6281949,天秤座
3231,1,6281949,狮子座
3236,0,6081949,狮子座
3237,1,6581949,金牛座
3245,1,6281949,处女座
3250,1,6081949,狮子座
3261,0,6081949,天秤座
3263,0,6411949,处女座
3268,0,6412149,双鱼座
3270,0,6281949,金牛座
3277,1,6081949,天蝎座
3280,1,6412149,摩羯座
3284,1,6281949,白羊座
3292,0,6081949,巨蟹座
3296,0,6281949,狮子座
3297,0,6412149,射手座
3301,1,6411949,处女座
3309,1,6412149,摩羯座
3310,0,6411949,天秤座
3311,0,6281949,水瓶座
3312,1,6081949,射手座
3316,0,6281949,双子座
3317,1,6412149,巨蟹座
3323,1,6301949,天蝎座
3333,1,6281949,双子座
3337,1,6411949,天秤座
3351,0,6581949,狮子座
3352,1,6412149,处女座
3356,0,6281949,狮子座
3371,1,6581949,射手座
3374,0,6281949,双鱼座
3375,0,6281949,双子座
3393,1,6411949,双子座
3404,1,6081949,处女座
3412,1,6081949,巨蟹座
3414,0,6412149,双子座
3415,0,6081949,双子座
3419,1,6481949,摩羯座
3424,1,6281949,摩羯座
3425,0,6081949,天秤座
3439,1,6301949,天蝎座
3440,1,6081949,天秤座
3445,1,6301949,狮子座
3465,0,6481949,白羊座
3470,0,6281949,天秤座
3475,1,6081949,射手座
3478,1,6481949,摩羯座
3488,0,6481949,狮子座
3516,1,6281949,天秤座
3517,1,6081949,双子座
3523,0,6081949,金牛座
3524,1,6081949,金牛座
3526,1,6081949,双鱼座
3530,1,6301949,天秤座
3551,1,6281949,双子座
3555,0,6281949,水瓶座
3556,0,6281949,巨蟹座
3559,0,6481949,双鱼座
3560,1,6281949,双子座
3561,0,6581949,摩羯座
3580,1,6411949,水瓶座
3591,0,6411949,狮子座
3598,1,6412149,双鱼座
3601,1,6411949,水瓶座
3609,1,6411949,天秤座
3615,1,6412149,天蝎座
3625,0,6081949,双子座
3631,1,6481949,水瓶座
3633,1,6301949,天秤座
3638,1,6081949,摩羯座
3647,0,6581949,狮子座
3660,1,6411949,天蝎座
3664,1,6581949,水瓶座
3667,1,6481949,处女座
3670,0,6412149,摩羯座
3671,0,6301949,双子座
3673,1,6411949,双鱼座
3677,0,6412149,射手座
3678,1,6411949,水瓶座
3683,1,6411949,双子座
3701,1,6412149,处女座
3710,1,6411949,狮子座
3717,1,6301949,双鱼座
3719,1,6281949,双子座
3721,1,6281949,摩羯座
3723,1,6281949,金牛座
3724,1,6412149,天秤座
3728,0,6301949,天秤座
3729,0,6281949,天蝎座
3730,0,6301949,摩羯座
3731,1,6281949,金牛座
3734,0,6412149,双鱼座
3738,0,6481949,白羊座
3739,1,6301949,处女座
3742,1,6301949,处女座
3746,0,6412149,射手座
3748,0,6481949,巨蟹座
3766,0,6411949,白羊座
3769,0,6281949,水瓶座
3774,1,6081949,狮子座
3775,0,6081949,狮子座
3779,1,6281949,白羊座
3787,1,6412149,金牛座
3789,0,6412149,双鱼座
3790,1,6281949,巨蟹座
3797,1,6581949,处女座
3801,0,6412149,狮子座
3803,1,6081949,天秤座
3813,0,6301949,狮子座
3818,0,6301949,天蝎座
3819,0,6481949,天蝎座
3829,0,6411949,摩羯座
3833,0,6301949,处女座
3838,1,6281949,天蝎座
3844,1,6581949,射手座
3845,1,6412149,巨蟹座
3852,1,6281949,巨蟹座
3858,1,6301949,金牛座
3859,1,6281949,双鱼座
3875,1,6411949,天秤座
3876,0,6411949,射手座
3879,1,6411949,白羊座
3880,0,6412149,双鱼座
3882,1,6301949,巨蟹座
3884,0,6281949,金牛座
3887,1,6412149,射手座
3893,0,6412149,双子座
3907,0,6411949,双子座
3922,0,6281949,双子座
3933,0,6281949,白羊座
3942,1,6412149,巨蟹座
3943,1,6281949,金牛座
3945,1,6481949,双鱼座
3957,0,6411949,白羊座
3971,0,6081949,处女座
3977,1,6411949,金牛座
3980,1,6581949,摩羯座
3982,1,6581949,天秤座
3986,0,6081949,天蝎座
3991,1,6412149,处女座
3993,1,6081949,巨蟹座
3994,1,6411949,狮子座
3999,1,6412149,射手座
4005,1,6581949,水瓶座
4010,1,6412149,巨蟹座
4013,0,6411949,巨蟹座
4017,0,6281949,摩羯座
4019,1,6281949,天秤座
4024,1,6411949,白羊座
4029,0,6301949,天秤座
4038,1,6581949,天秤座
4042,0,6301949,水瓶座
4045,0,6412149,金牛座
4049,0,6281949,摩羯座
4059,1,6412149,天秤座
4061,0,6301949,天秤座
4070,1,6081949,天秤座
4078,0,6081949,巨蟹座
4079,0,6081949,水瓶座
4088,0,6281949,摩羯座
4090,0,6281949,天秤座
4103,0,6581949,摩羯座
4104,1,6281949,巨蟹座
4108,0,6081949,处女座
4112,0,6581949,水瓶座
4122,0,6281949,天蝎座
4127,1,6412149,双鱼座
4141,0,6411949,双子座
4142,0,6412149,处女座
4145,1,6081949,水瓶座
4147,0,6281949,金牛座
4149,0,6481949,摩羯座
4152,1,6481949,金牛座
4158,0,6281949,天秤座
4159,0,6481949,处女座
4166,1,6411949,狮子座
4173,1,6481949,处女座
4184,1,6481949,摩羯座
4187,0,6281949,处女座
4188,0,6412149,双子座
4189,1,6412149,双子座
4196,1,6081949,天秤座
4198,0,6581949,白羊座
4215,1,6281949,摩羯座
4225,0,6281949,天秤座
4227,0,6481949,水瓶座
4233,0,6281949,处女座
4239,0,6281949,水瓶座
4241,1,6301949,金牛座
4242,1,6412149,水瓶座
4243,1,6281949,狮子座
4244,1,6081949,射手座
4245,1,6281949,双鱼座
4254,0,6081949,狮子座
4256,0,6281949,射手座
4258,1,6081949,双鱼座
4270,1,6281949,双子座
4273,1,6412149,天秤座
4275,0,6481949,处女座
4280,0,6281949,狮子座
4282,0,6081949,金牛座
4285,0,6301949,处女座
4286,1,6412149,双子座
4294,1,6281949,天蝎座
4295,0,6081949,双子座
4303,0,6481949,天秤座
4305,0,6281949,摩羯座
4310,1,6481949,摩羯座
4313,1,6281949,双鱼座
4316,1,6301949,处女座
4318,0,6281949,摩羯座
4321,0,6281949,双子座
4323,1,6412149,处女座
4325,1,6081949,双子座
4330,0,6481949,金牛座
4340,1,6081949,双子座
4344,1,6411949,天秤座
4347,0,6481949,射手座
4360,1,6581949,天蝎座
4362,1,6581949,射手座
4365,1,6411949,天蝎座
4374,1,6301949,天蝎座
4375,1,6412149,射手座
4377,0,6281949,水瓶座
4389,1,6412149,处女座
4391,1,6411949,天秤座
4392,1,6581949,摩羯座
4395,0,6481949,白羊座
4397,1,6081949,白羊座
4405,0,6581949,白羊座
4411,1,6301949,摩羯座
4420,1,6281949,金牛座
4423,1,6411949,白羊座
4424,1,6581949,水瓶座
4425,1,6081949,水瓶座
4426,1,6481949,巨蟹座
4428,0,6412149,白羊座
4433,0,6281949,双鱼座
4435,1,6281949,狮子座
4440,0,6411949,巨蟹座
4441,0,6081949,狮子座
4444,0,6412149,双鱼座
4445,1,6281949,巨蟹座
4446,1,6481949,狮子座
4449,1,6281949,摩羯座
4456,0,6081949,白羊座
4460,1,6481949,天秤座
4464,0,6281949,金牛座
4465,1,6411949,双子座
4470,1,6411949,金牛座
4472,0,6412149,天秤座
4473,0,6412149,巨蟹座
4478,1,6281949,射手座
4486,0,6411949,摩羯座
4490,1,6411949,双子座
4496,1,6281949,双鱼座
4504,1,6411949,摩羯座
4516,0,6081949,巨蟹座
4521,0,6411949,狮子座
4525,1,6581949,水瓶座
4532,1,6412149,金牛座
4538,0,6481949,双子座
4539,0,6481949,水瓶座
4545,0,6301949,巨蟹座
4551,0,6301949,金牛座
4553,1,6481949,金牛座
4560,0,6081949,射手座
4569,0,6412149,摩羯座
4579,0,6411949,狮子座
4583,0,6411949,白羊座
4589,1,6412149,射手座
4600,1,6281949,狮子座
4603,0,6301949,处女座
4607,1,6301949,白羊座
4614,0,6412149,摩羯座
4616,1,6281949,双鱼座
4618,0,6581949,天秤座
4621,1,6481949,巨蟹座
4626,1,6412149,白羊座
4630,0,6081949,处女座
4635,1,6411949,双鱼座
4637,0,6301949,狮子座
4642,0,6481949,金牛座
4643,0,6281949,双子座
4645,0,6081949,天秤座
4651,0,6281949,处女座
4653,1,6412149,天秤座
4655,0,6281949,金牛座
4659,0,6581949,天秤座
4660,1,6411949,射手座
4661,1,6281949,狮子座
4662,0,6411949,摩羯座
4664,0,6481949,天蝎座
4673,0,6411949,射手座
4680,1,6411949,巨蟹座
4683,1,6581949,摩羯座
4684,0,6411949,水瓶座
4694,0,6081949,巨蟹座
4697,1,6281949,狮子座
4699,0,6281949,摩羯座
4700,0,6081949,金牛座
4705,0,6281949,狮子座
4706,1,6281949,狮子座
4707,0,6301949,天秤座
4709,0,6411949,双子座
4712,1,6412149,狮子座
4713,1,6081949,摩羯座
4736,1,6081949,金牛座
4746,0,6081949,双鱼座
4747,1,6081949,天蝎座
4751,0,6481949,白羊座
4756,1,6281949,水瓶座
4759,1,6281949,双子座
4764,0,6481949,天蝎座
4769,0,6412149,天蝎座
4775,1,6081949,水瓶座
4784,0,6081949,双子座
4791,0,6281949,狮子座
4807,0,6281949,白羊座
4816,1,6081949,处女座
4823,0,6081949,处女座
4825,1,6281949,双子座
4831,0,6411949,白羊座
4843,0,6281949,处女座
4844,1,6301949,水瓶座
